**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,entry_ts,dir,peak_pts,peak_dollar,bars_to_peak,sec_to_peak,path_len,pnl
2025_10_02,1759386900.0,short,4.0,8.0,50,250,149,-1.0
2025_10_02,1759408500.0,long,1.25,2.5,16,80,21,5.5
2025_10_02,1759418580.0,short,8.0,16.0,6,30,25,14.5
2025_10_02,1759422600.0,long,3.5,7.0,20,100,25,5.0
2025_10_02,1759422720.0,long,4.5,9.0,46,230,97,-25.5
2025_10_02,1759423200.0,short,11.0,22.0,18,90,49,-1.5
2025_10_02,1759430100.0,long,2.5,5.0,36,180,49,12.5
2025_10_02,1759430700.0,short,1.75,3.5,20,100,25,5.5
2025_10_02,1759430820.0,long,4.25,8.5,28,140,37,4.0
2025_10_03,1759453800.0,short,0.75,1.5,5,25,55,6.5
2025_10_03,1759461600.0,long,4.0,8.0,124,620,150,2.5
2025_10_03,1759465500.0,long,4.5,9.0,85,425,103,7.0
2025_10_03,1759467960.0,short,5.0,10.0,106,530,131,1.0
2025_10_03,1759475820.0,short,1.0,2.0,8,40,72,5.0
2025_10_03,1759480200.0,short,1.5,3.0,3,15,17,4.5
2025_10_03,1759480320.0,short,4.25,8.5,43,215,78,1.0
2025_10_03,1759481880.0,short,6.25,12.5,68,340,86,-0.5
2025_10_03,1759508100.0,long,5.0,10.0,21,105,49,13.0
2025_10_03,1759508340.0,short,7.5,15.0,29,145,37,19.0
2025_10_03,1759509300.0,short,21.5,43.0,113,565,133,35.0
2025_10_06,1759730880.0,long,9.25,18.5,67,335,93,1.5
2025_10_06,1759734780.0,long,4.0,8.0,50,250,85,0.0
2025_10_06,1759760400.0,short,12.0,24.0,6,30,49,26.5
2025_10_06,1759760640.0,short,28.0,56.0,94,470,121,51.0
2025_10_06,1759774500.0,long,3.75,7.5,3,15,25,7.5
2025_10_06,1759774620.0,long,4.25,8.5,14,70,25,6.5
2025_10_06,1759774740.0,short,3.75,7.5,17,85,109,-18.5
2025_10_06,1759776300.0,long,7.0,14.0,24,120,37,12.0
2025_10_06,1759776480.0,short,3.5,7.0,16,80,25,-1.0
2025_10_07,1759809420.0,long,17.25,34.5,151,755,213,30.5
2025_10_07,1759832820.0,long,10.25,20.5,89,445,104,23.0
2025_10_07,1759844700.0,long,16.0,32.0,28,140,109,26.0
2025_10_07,1759845240.0,long,16.0,32.0,21,105,61,-12.0
2025_10_08,1759896000.0,long,5.25,10.5,38,190,76,-2.0
2025_10_08,1759927740.0,short,8.25,16.5,4,20,24,8.5
2025_10_08,1759936200.0,long,8.5,17.0,19,95,25,6.0
2025_10_08,1759936380.0,long,6.25,12.5,31,155,109,-6.0
2025_10_08,1759956960.0,long,13.0,26.0,215,1075,224,5.0
2025_10_08,1759964700.0,long,26.75,53.5,130,650,154,46.5
2025_10_09,1759970220.0,long,4.5,9.0,33,165,83,0.0
2025_10_09,1759971420.0,long,1.5,3.0,28,140,37,7.0
2025_10_09,1759983900.0,short,10.5,21.0,91,455,171,7.0
2025_10_09,1759997400.0,short,23.5,47.0,74,370,178,25.0
2025_10_09,1760013900.0,short,6.25,12.5,56,280,135,-14.5
2025_10_09,1760018820.0,short,13.25,26.5,17,85,25,18.0
2025_10_09,1760026680.0,short,37.0,74.0,60,300,97,46.0
2025_10_09,1760030760.0,short,6.25,12.5,21,105,25,4.0
2025_10_09,1760054220.0,long,4.5,9.0,19,95,26,8.0
2025_10_10,1760083020.0,short,3.25,6.5,13,65,99,-18.0
2025_10_10,1760083560.0,long,1.0,2.0,12,60,24,10.5
2025_10_10,1760101920.0,long,35.0,70.0,234,1170,272,50.5
2025_10_10,1760106720.0,short,25.0,50.0,122,610,241,12.5
2025_10_12,1760308740.0,short,11.75,23.5,37,185,48,-1.5
2025_10_12,1760310000.0,long,33.0,66.0,123,615,174,39.0
2025_10_13,1760316120.0,long,11.0,22.0,49,245,73,16.0
2025_10_13,1760320500.0,long,3.5,7.0,39,195,95,-19.5
2025_10_13,1760330940.0,short,2.25,4.5,14,70,82,-27.0
2025_10_13,1760332740.0,long,8.25,16.5,34,170,40,15.0
2025_10_13,1760333400.0,long,3.5,7.0,19,95,23,6.5
2025_10_13,1760333640.0,long,3.25,6.5,3,15,61,8.0
2025_10_13,1760348100.0,short,2.25,4.5,12,60,22,7.5
2025_10_13,1760348220.0,short,7.25,14.5,6,30,46,3.0
2025_10_13,1760349600.0,long,20.0,40.0,36,180,58,12.5
2025_10_13,1760373000.0,long,13.75,27.5,20,100,25,24.0
2025_10_13,1760373120.0,short,3.75,7.5,31,155,49,6.5
2025_10_13,1760379540.0,long,24.0,48.0,65,325,121,45.0
2025_10_14,1760405400.0,long,9.0,18.0,43,215,50,4.0
2025_10_14,1760405700.0,long,7.25,14.5,15,75,33,8.5
2025_10_14,1760405880.0,long,17.0,34.0,54,270,89,13.5
2025_10_14,1760413500.0,short,5.75,11.5,16,80,23,6.0
2025_10_14,1760413620.0,short,17.0,34.0,159,795,167,97.0
2025_10_14,1760466300.0,long,27.75,55.5,64,320,109,27.0
2025_10_14,1760469300.0,long,2.5,5.0,12,60,25,12.0
2025_10_14,1760469420.0,long,18.0,36.0,103,515,289,-303.5
2025_10_14,1760485620.0,short,20.0,40.0,102,510,119,39.5
2025_10_15,1760492820.0,short,2.75,5.5,15,75,19,10.5
2025_10_15,1760492940.0,long,9.25,18.5,23,115,32,1.5
2025_10_15,1760507100.0,short,4.75,9.5,26,130,31,10.0
2025_10_15,1760510040.0,long,9.5,19.0,15,75,32,12.0
2025_10_15,1760511900.0,short,8.25,16.5,29,145,58,-9.0
2025_10_15,1760512200.0,short,7.75,15.5,50,250,60,-17.0
2025_10_15,1760535060.0,long,22.25,44.5,77,385,169,14.0
2025_10_15,1760552100.0,short,17.75,35.5,41,205,61,16.5
2025_10_15,1760552520.0,short,32.25,64.5,98,490,121,25.0
2025_10_16,1760573640.0,long,10.0,20.0,21,105,100,-21.0
2025_10_16,1760580000.0,short,2.75,5.5,16,80,20,9.0
2025_10_16,1760580120.0,long,12.0,24.0,58,290,66,30.0
2025_10_16,1760580540.0,short,25.0,50.0,139,695,147,43.5
2025_10_16,1760585760.0,long,8.75,17.5,114,570,127,7.5
2025_10_16,1760599140.0,long,0.25,0.5,11,55,25,5.5
2025_10_16,1760605920.0,long,11.5,23.0,186,930,192,5.0
2025_10_16,1760616000.0,long,11.0,22.0,61,305,83,9.0
2025_10_17,1760674680.0,long,19.0,38.0,50,250,95,9.0
2025_10_17,1760679000.0,short,47.0,94.0,107,535,138,94.0
2025_10_17,1760693700.0,short,43.5,87.0,86,430,120,73.0
2025_10_17,1760700840.0,long,31.75,63.5,46,230,61,57.5
2025_10_17,1760701560.0,long,24.25,48.5,28,140,37,40.5
2025_10_17,1760714640.0,long,37.25,74.5,36,180,109,-24.5
2025_10_17,1760721060.0,long,35.75,71.5,31,155,37,50.0
2025_10_20,1760923500.0,short,17.25,34.5,134,670,148,25.0
2025_10_20,1760939400.0,short,8.5,17.0,45,225,53,18.5
2025_10_20,1760945280.0,short,6.0,12.0,29,145,45,-3.0
2025_10_20,1760948100.0,short,7.75,15.5,15,75,24,15.5
2025_10_20,1760948700.0,short,5.75,11.5,29,145,34,4.0
2025_10_20,1760966700.0,long,89.0,178.0,150,750,181,150.0
2025_10_20,1760989020.0,short,16.0,32.0,87,435,121,16.0
2025_10_21,1761027000.0,short,3.0,6.0,25,125,32,7.5
2025_10_21,1761030600.0,short,9.25,18.5,39,195,43,17.0
2025_10_21,1761042900.0,long,9.5,19.0,20,100,85,14.0
2025_10_21,1761050400.0,long,14.5,29.0,88,440,117,11.0
2025_10_21,1761051000.0,short,6.75,13.5,104,520,129,-2.0
2025_10_21,1761065100.0,long,11.0,22.0,63,315,181,-118.0
2025_10_21,1761069480.0,long,2.0,4.0,18,90,25,3.5
2025_10_21,1761071580.0,long,3.0,6.0,14,70,25,0.5
2025_10_22,1761121800.0,short,9.75,19.5,53,265,81,4.5
2025_10_22,1761122220.0,short,1.25,2.5,12,60,22,8.0
2025_10_22,1761128100.0,long,15.0,30.0,88,440,113,21.0
2025_10_22,1761136500.0,short,13.75,27.5,46,230,83,0.0
2025_10_22,1761174120.0,short,3.75,7.5,171,855,208,3.0
2025_10_23,1761179100.0,long,24.25,48.5,76,380,220,9.0
2025_10_23,1761215700.0,long,9.25,18.5,26,130,48,6.0
2025_10_23,1761258660.0,short,3.75,7.5,22,110,37,2.5
2025_10_23,1761262500.0,long,4.0,8.0,13,65,33,1.0
2025_10_24,1761264360.0,short,3.25,6.5,57,285,82,1.5
2025_10_24,1761266460.0,long,2.5,5.0,26,130,78,-3.0
2025_10_24,1761289500.0,short,17.0,34.0,127,635,166,31.0
2025_10_24,1761293820.0,short,4.25,8.5,19,95,33,-2.0
2025_10_24,1761297240.0,long,21.0,42.0,112,560,139,38.5
2025_10_24,1761306780.0,short,1.5,3.0,8,40,56,5.0
2025_10_24,1761323700.0,long,15.25,30.5,38,190,73,4.5
2025_10_27,1761537600.0,short,4.75,9.5,5,25,51,15.5
2025_10_27,1761540900.0,long,10.5,21.0,95,475,133,27.5
2025_10_27,1761552900.0,short,6.5,13.0,43,215,92,14.0
2025_10_27,1761560100.0,short,6.25,12.5,22,110,97,-1.5
2025_10_27,1761564600.0,short,15.25,30.5,94,470,131,31.0
2025_10_27,1761570600.0,short,3.25,6.5,31,155,35,4.0
2025_10_27,1761579300.0,long,7.5,15.0,75,375,85,5.5
2025_10_27,1761589500.0,long,7.75,15.5,255,1275,289,2.5
2025_10_28,1761640260.0,short,10.25,20.5,87,435,122,15.5
2025_10_28,1761643980.0,short,6.25,12.5,26,130,30,13.0
2025_10_28,1761660600.0,long,8.75,17.5,7,35,49,12.5
2025_10_28,1761683220.0,long,5.0,10.0,65,325,70,11.5
2025_10_29,1761702300.0,long,35.5,71.0,202,1010,231,63.5
2025_10_29,1761707400.0,short,7.0,14.0,162,810,183,15.0
2025_10_29,1761708600.0,short,7.5,15.0,24,120,43,2.0
2025_10_29,1761717900.0,long,0.25,0.5,10,50,33,8.5
2025_10_29,1761732000.0,short,3.75,7.5,21,105,151,-21.0
2025_10_29,1761765300.0,short,17.0,34.0,21,105,25,45.5
2025_10_29,1761765660.0,short,19.0,38.0,6,30,25,13.0
2025_10_29,1761765960.0,short,73.25,146.5,126,630,205,56.0
2025_10_29,1761779160.0,short,5.5,11.0,8,40,18,5.0
2025_10_30,1761793800.0,long,4.5,9.0,15,75,20,20.5
2025_10_30,1761794040.0,long,15.25,30.5,29,145,60,17.0
2025_10_30,1761795600.0,long,10.75,21.5,52,260,56,13.0
2025_10_31,1761886560.0,short,10.75,21.5,84,420,108,12.0
2025_10_31,1761917100.0,long,0.25,0.5,11,55,25,7.0
2025_10_31,1761917220.0,long,5.25,10.5,20,100,25,-7.5
2025_10_31,1761917340.0,short,51.0,102.0,62,310,97,60.5
2025_10_31,1761934440.0,short,15.0,30.0,45,225,157,-23.5
2025_10_31,1761943740.0,long,11.75,23.5,76,380,100,3.5
2025_11_03,1762152900.0,short,4.0,8.0,25,125,33,5.0
2025_11_03,1762153800.0,short,7.25,14.5,105,525,115,-12.0
2025_11_03,1762169940.0,short,10.25,20.5,49,245,80,2.0
2025_11_03,1762176300.0,long,20.25,40.5,155,775,168,13.0
2025_11_03,1762182900.0,short,23.75,47.5,24,120,49,-2.0
2025_11_03,1762186260.0,short,20.5,41.0,31,155,37,7.0
2025_11_03,1762186440.0,short,8.25,16.5,20,100,25,31.5
2025_11_03,1762186680.0,short,11.5,23.0,36,180,49,-1.0
2025_11_04,1762254120.0,long,9.25,18.5,28,140,58,7.5
2025_11_04,1762255200.0,long,9.5,19.0,20,100,44,17.5
2025_11_04,1762272960.0,long,11.5,23.0,21,105,49,-48.0
2025_11_05,1762309620.0,short,3.0,6.0,11,55,24,10.0
2025_11_05,1762317000.0,short,11.5,23.0,40,200,166,-8.5
2025_11_05,1762320600.0,short,9.75,19.5,34,170,48,0.0
2025_11_05,1762320840.0,short,12.75,25.5,33,165,51,21.5
2025_11_05,1762373100.0,long,7.5,15.0,3,15,73,8.5
2025_11_05,1762384260.0,short,13.25,26.5,147,735,186,-18.5
2025_11_06,1762405860.0,long,6.5,13.0,40,200,44,12.5
2025_11_06,1762429740.0,short,7.75,15.5,29,145,52,3.0
2025_11_06,1762430280.0,long,34.75,69.5,166,830,191,44.5
2025_11_06,1762450500.0,short,20.0,40.0,59,295,217,-112.5
2025_11_06,1762459800.0,long,6.25,12.5,5,25,25,-39.0
2025_11_06,1762459920.0,long,27.5,55.0,4,20,37,-17.0
2025_11_07,1762501380.0,long,16.25,32.5,91,455,238,22.5
2025_11_07,1762515000.0,short,16.75,33.5,21,105,25,53.5
2025_11_07,1762515120.0,long,14.25,28.5,15,75,61,15.0
2025_11_07,1762525560.0,short,185.5,371.0,165,825,193,331.0
2025_11_07,1762551780.0,long,6.0,12.0,42,210,57,4.5
2025_11_10,1762749360.0,long,1.0,2.0,9,45,22,4.0
2025_11_10,1762749660.0,long,9.75,19.5,42,210,79,21.5
2025_11_10,1762750800.0,long,9.5,19.0,64,320,85,11.5
2025_11_10,1762754400.0,short,6.25,12.5,33,165,72,-20.5
2025_11_10,1762754760.0,short,10.75,21.5,34,170,60,12.0
2025_11_10,1762785060.0,short,11.0,22.0,10,50,133,-92.0
2025_11_10,1762787220.0,short,7.0,14.0,7,35,25,8.5
2025_11_10,1762787340.0,long,13.75,27.5,23,115,37,17.5
2025_11_10,1762791300.0,short,15.0,30.0,19,95,25,33.0
2025_11_10,1762793100.0,short,16.0,32.0,20,100,25,2.5
2025_11_10,1762793280.0,short,17.75,35.5,57,285,61,8.0
2025_11_10,1762793580.0,short,11.75,23.5,24,120,289,-102.5
2025_11_11,1762820100.0,short,6.75,13.5,18,90,24,3.5
2025_11_11,1762863120.0,long,5.0,10.0,38,190,43,-6.5
2025_11_11,1762872000.0,short,20.25,40.5,33,165,61,-11.5
2025_11_11,1762879620.0,short,15.0,30.0,23,115,37,38.5
2025_11_11,1762880100.0,short,15.75,31.5,57,285,181,-59.5
2025_11_11,1762889940.0,long,14.75,29.5,119,595,205,24.0
2025_11_12,1762941900.0,long,3.0,6.0,53,265,57,1.5
2025_11_12,1762942800.0,short,5.75,11.5,29,145,33,11.0
2025_11_12,1762955100.0,long,12.5,25.0,115,575,125,6.0
2025_11_12,1762967640.0,short,29.75,59.5,57,285,97,7.0
2025_11_12,1762972440.0,short,4.25,8.5,5,25,25,7.0
2025_11_12,1762974300.0,long,9.75,19.5,56,280,61,7.5
2025_11_12,1762977000.0,long,14.5,29.0,44,220,49,33.0
2025_11_12,1762977240.0,short,7.5,15.0,3,15,37,24.0
2025_11_13,1763001600.0,long,12.0,24.0,33,165,54,-3.5
2025_11_13,1763007000.0,long,7.5,15.0,53,265,84,1.0
2025_11_13,1763034600.0,short,24.5,49.0,77,385,106,-2.0
2025_11_13,1763035140.0,short,38.0,76.0,94,470,120,75.5
2025_11_13,1763061000.0,short,4.0,8.0,10,50,25,14.5
2025_11_13,1763061120.0,short,8.75,17.5,19,95,25,12.5
2025_11_13,1763065020.0,short,25.25,50.5,51,255,85,-7.5
2025_11_13,1763065500.0,short,5.5,11.0,4,20,25,-37.0
2025_11_14,1763087700.0,long,4.75,9.5,8,40,40,3.5
2025_11_14,1763088780.0,long,5.5,11.0,3,15,155,-14.0
2025_11_14,1763090340.0,long,4.25,8.5,3,15,54,7.5
2025_11_14,1763106000.0,long,12.25,24.5,35,175,48,3.5
2025_11_17,1763343420.0,short,10.25,20.5,31,155,49,24.0
2025_11_17,1763356800.0,short,10.75,21.5,17,85,46,-3.0
2025_11_17,1763357340.0,long,1.0,2.0,10,50,19,6.5
2025_11_17,1763360700.0,long,5.5,11.0,13,65,22,10.0
2025_11_17,1763365500.0,short,6.25,12.5,24,120,34,12.0
2025_11_17,1763365800.0,short,7.25,14.5,26,130,56,1.5
2025_11_17,1763374200.0,short,39.0,78.0,146,730,171,33.0
2025_11_17,1763383500.0,short,9.0,18.0,34,170,84,17.5
2025_11_17,1763412960.0,short,22.5,45.0,13,65,49,-68.0
2025_11_18,1763424540.0,short,64.25,128.5,109,545,214,116.0
2025_11_18,1763447400.0,long,9.5,19.0,24,120,36,-20.5
2025_11_18,1763461800.0,long,16.25,32.5,40,200,109,-43.5
2025_11_18,1763475720.0,long,19.25,38.5,35,175,97,41.5
2025_11_18,1763478900.0,short,53.0,106.0,31,155,61,-130.0
2025_11_18,1763489700.0,long,14.25,28.5,45,225,61,-57.0
2025_11_18,1763490360.0,long,48.25,96.5,110,550,169,121.5
2025_11_18,1763502600.0,long,9.25,18.5,15,75,25,-5.0
2025_11_18,1763502960.0,long,71.25,142.5,118,590,156,101.0
2025_11_19,1763527800.0,short,21.5,43.0,112,560,140,6.0
2025_11_19,1763538000.0,short,10.0,20.0,5,25,41,13.0
2025_11_19,1763538240.0,long,15.75,31.5,39,195,66,15.5
2025_11_19,1763539200.0,short,34.0,68.0,161,805,186,49.0
2025_11_19,1763544900.0,long,4.75,9.5,31,155,52,9.0
2025_11_19,1763556000.0,long,8.5,17.0,88,440,93,2.5
2025_11_19,1763570100.0,short,22.25,44.5,20,100,25,9.5
2025_11_19,1763575800.0,short,38.5,77.0,112,560,145,-21.0
2025_11_19,1763586900.0,short,7.0,14.0,15,75,25,16.5
2025_11_19,1763587140.0,long,168.0,336.0,42,210,73,168.0
2025_11_20,1763616300.0,short,3.5,7.0,16,80,23,-1.5
2025_11_20,1763616540.0,short,13.75,27.5,37,185,78,13.0
2025_11_20,1763623620.0,long,7.25,14.5,51,255,56,20.0
2025_11_20,1763630700.0,short,40.25,80.5,95,475,118,64.5
2025_11_20,1763650020.0,short,55.25,110.5,34,170,49,37.0
2025_11_20,1763650260.0,short,17.75,35.5,20,100,25,-17.0
2025_11_20,1763650380.0,long,4.25,8.5,19,95,25,18.0
2025_11_20,1763666280.0,short,41.0,82.0,82,410,109,-91.5
2025_11_21,1763708400.0,long,8.25,16.5,79,395,106,-0.5
2025_11_21,1763725500.0,short,69.5,139.0,104,520,252,81.0
2025_11_21,1763736300.0,long,148.25,296.5,117,585,157,120.5
2025_11_21,1763737800.0,short,22.0,44.0,14,70,25,17.0
2025_11_21,1763740500.0,short,46.25,92.5,15,75,25,120.0
2025_11_23,1763938800.0,short,24.25,48.5,58,290,72,43.5
2025_11_24,1763958900.0,long,19.5,39.0,53,265,75,38.5
2025_11_24,1763966100.0,long,3.75,7.5,53,265,143,-26.5
2025_11_24,1764002100.0,long,6.75,13.5,13,65,37,1.5
2025_11_24,1764003000.0,long,11.75,23.5,47,235,61,-22.0
2025_11_24,1764003300.0,long,9.25,18.5,20,100,109,-23.0
2025_11_24,1764005100.0,long,52.75,105.5,190,950,217,67.0
2025_11_24,1764021300.0,short,1.25,2.5,17,85,24,3.5
2025_11_24,1764027300.0,long,2.75,5.5,27,135,32,4.5
2025_11_25,1764045300.0,short,6.0,12.0,24,120,28,14.0
2025_11_25,1764053700.0,short,10.25,20.5,54,270,62,16.5
2025_11_25,1764076500.0,long,1.75,3.5,16,80,25,13.0
2025_11_26,1764128040.0,long,1.75,3.5,22,110,29,17.0
2025_11_26,1764200580.0,long,8.25,16.5,91,455,120,5.0
2025_11_27,1764211200.0,long,4.0,8.0,35,175,67,-10.5
2025_11_27,1764216000.0,long,5.0,10.0,22,110,91,-1.0
2025_11_27,1764217200.0,long,13.0,26.0,103,515,132,11.0
2025_11_27,1764234900.0,short,6.75,13.5,46,230,65,11.0
2025_11_27,1764239100.0,long,3.5,7.0,35,175,59,2.5
2025_11_27,1764243060.0,long,2.5,5.0,9,45,39,4.0
2025_11_27,1764248400.0,long,3.75,7.5,22,110,28,3.0
2025_11_27,1764248580.0,short,2.0,4.0,47,235,65,5.5
2025_11_27,1764249060.0,short,6.5,13.0,56,280,84,10.0
2025_11_27,1764253500.0,short,5.5,11.0,51,255,128,12.0
2025_11_27,1764255240.0,long,3.5,7.0,14,70,21,9.0
2025_11_27,1764264600.0,long,4.25,8.5,39,195,90,3.5
2025_11_27,1764284400.0,long,14.75,29.5,90,450,115,7.0
2025_11_28,1764342300.0,long,20.5,41.0,31,155,37,31.5
2025_12_01,1764563640.0,short,3.0,6.0,15,75,23,9.5
2025_12_01,1764563880.0,short,35.75,71.5,238,1190,247,55.5
2025_12_01,1764585120.0,short,5.25,10.5,29,145,60,6.5
2025_12_01,1764610500.0,long,6.75,13.5,25,125,85,19.5
2025_12_02,1764639600.0,short,6.25,12.5,46,230,51,7.5
2025_12_02,1764653400.0,short,4.75,9.5,21,105,56,-15.0
2025_12_02,1764654060.0,short,5.25,10.5,25,125,44,0.0
2025_12_02,1764674580.0,long,15.25,30.5,113,565,202,-9.0
2025_12_02,1764685260.0,long,8.5,17.0,28,140,143,15.5
2025_12_02,1764688200.0,long,17.25,34.5,61,305,85,17.5
2025_12_02,1764697740.0,short,102.75,205.5,132,660,277,92.5
2025_12_02,1764706500.0,short,6.25,12.5,17,85,25,6.5
2025_12_03,1764747600.0,short,20.5,41.0,50,250,79,21.0
2025_12_03,1764775020.0,short,15.0,30.0,30,150,49,43.0
2025_12_03,1764790200.0,short,5.25,10.5,18,90,49,5.0
2025_12_03,1764790440.0,long,6.75,13.5,25,125,73,9.5
2025_12_04,1764808920.0,short,9.5,19.0,42,210,67,15.5
2025_12_04,1764825060.0,short,8.25,16.5,90,450,139,3.0
2025_12_04,1764830820.0,short,2.5,5.0,33,165,50,4.5
2025_12_04,1764843000.0,short,11.0,22.0,73,365,156,11.5
2025_12_05,1764915300.0,long,3.25,6.5,26,130,86,-10.5
2025_12_05,1764924000.0,short,3.5,7.0,26,130,35,-6.0
2025_12_05,1764924240.0,short,20.5,41.0,107,535,137,37.5
2025_12_05,1764933900.0,long,0.25,0.5,5,25,20,11.0
2025_12_05,1764934800.0,long,15.25,30.5,179,895,187,12.5
2025_12_05,1764953100.0,short,27.5,55.0,30,150,49,5.0
2025_12_05,1764953340.0,long,54.5,109.0,119,595,289,-11.0
2025_12_05,1764966600.0,short,3.75,7.5,21,105,85,-10.5
2025_12_05,1764967140.0,short,7.5,15.0,39,195,61,-11.0
2025_12_05,1764969000.0,long,3.5,7.0,50,250,116,2.5
2025_12_07,1765149120.0,short,13.0,26.0,22,110,85,-8.5
2025_12_08,1765162020.0,long,1.75,3.5,8,40,23,3.5
2025_12_08,1765162320.0,long,2.0,4.0,14,70,22,4.5
2025_12_08,1765168200.0,long,2.5,5.0,32,160,95,1.5
2025_12_08,1765169160.0,long,5.25,10.5,79,395,174,-3.0
2025_12_08,1765172700.0,short,10.5,21.0,65,325,114,14.0
2025_12_08,1765175760.0,long,5.25,10.5,7,35,77,-4.5
2025_12_08,1765198800.0,long,6.5,13.0,16,80,36,12.5
2025_12_08,1765198980.0,long,2.75,5.5,68,340,90,5.5
2025_12_08,1765201800.0,short,5.5,11.0,39,195,60,-18.5
2025_12_08,1765215600.0,short,15.25,30.5,74,370,193,-76.5
2025_12_08,1765218120.0,short,74.75,149.5,153,765,157,124.5
2025_12_09,1765245600.0,long,14.25,28.5,194,970,221,25.5
2025_12_09,1765249260.0,long,6.5,13.0,47,235,96,2.5
2025_12_09,1765249920.0,long,5.75,11.5,48,240,65,2.5
2025_12_09,1765252800.0,short,2.75,5.5,16,80,26,13.0
2025_12_09,1765262400.0,long,25.5,51.0,56,280,178,36.5
2025_12_09,1765265400.0,short,10.0,20.0,64,320,165,-5.0
2025_12_09,1765293540.0,long,4.5,9.0,21,105,25,0.0
2025_12_09,1765293780.0,short,10.0,20.0,55,275,217,-41.5
2025_12_09,1765304100.0,long,1.0,2.0,13,65,25,10.5
2025_12_09,1765312140.0,short,8.25,16.5,75,375,229,-23.5
2025_12_10,1765357500.0,short,19.75,39.5,116,580,170,20.0
2025_12_10,1765362060.0,short,79.25,158.5,116,580,141,111.0
2025_12_10,1765379580.0,short,9.5,19.0,25,125,61,-25.0
2025_12_10,1765380300.0,short,19.0,38.0,41,205,97,23.5
2025_12_10,1765400220.0,long,10.75,21.5,13,65,97,-49.5
2025_12_10,1765410900.0,long,4.75,9.5,16,80,35,-6.0
2025_12_11,1765438140.0,short,2.25,4.5,36,180,44,-8.5
2025_12_11,1765460580.0,long,26.25,52.5,132,660,216,10.5
2025_12_11,1765484400.0,long,11.25,22.5,27,135,181,-38.0
2025_12_12,1765514881.0,short,7.5,15.0,65,325,106,2.0
2025_12_12,1765516321.0,long,4.5,9.0,55,275,63,8.5
2025_12_12,1765522800.0,short,6.5,13.0,58,290,94,6.0
2025_12_12,1765536780.0,short,2.25,4.5,12,60,26,-1.0
2025_12_12,1765536960.0,short,12.0,24.0,100,500,111,43.0
2025_12_12,1765551600.0,short,2.0,4.0,13,65,25,11.0
2025_12_12,1765569600.0,short,12.0,24.0,19,95,25,15.5
2025_12_15,1765761601.0,short,4.75,9.5,12,60,20,4.5
2025_12_15,1765761723.0,long,2.25,4.5,16,80,21,3.5
2025_12_15,1765762020.0,long,27.75,55.5,100,500,117,55.5
2025_12_15,1765784940.0,long,2.75,5.5,12,60,24,17.0
2025_12_15,1765789500.0,short,7.25,14.5,28,140,53,2.5
2025_12_15,1765791180.0,short,5.0,10.0,21,105,25,-1.0
2025_12_15,1765806240.0,long,25.0,50.0,75,375,108,30.5
2025_12_15,1765827000.0,short,5.0,10.0,13,65,25,9.5
2025_12_15,1765827120.0,short,5.75,11.5,17,85,49,13.0
2025_12_16,1765853464.0,short,39.0,78.0,166,830,182,54.5
2025_12_16,1765856461.0,short,7.25,14.5,7,35,30,-19.5
2025_12_16,1765893181.0,long,16.0,32.0,17,85,36,42.5
2025_12_16,1765894500.0,long,11.75,23.5,13,65,45,3.0
2025_12_17,1765932301.0,long,41.0,82.0,111,555,126,52.0
2025_12_17,1765941003.0,short,5.0,10.0,13,65,17,-4.5
2025_12_17,1765941184.0,long,9.25,18.5,19,95,28,8.5
2025_12_17,1765953601.0,long,16.25,32.5,22,110,26,22.0
2025_12_17,1765985400.0,short,135.0,270.0,139,695,143,290.0
2025_12_17,1766003701.0,short,2.0,4.0,14,70,25,4.5
2025_12_17,1766013481.0,long,17.0,34.0,66,330,116,-51.0
2025_12_18,1766021640.0,short,11.0,22.0,12,60,33,-2.5
2025_12_18,1766025062.0,short,18.0,36.0,58,290,78,4.0
2025_12_18,1766041862.0,long,7.25,14.5,10,50,19,17.0
2025_12_18,1766044142.0,long,6.25,12.5,23,115,68,8.0
2025_12_18,1766061303.0,long,15.5,31.0,40,200,56,6.0
2025_12_19,1766113023.0,short,16.0,32.0,14,70,39,-16.5
2025_12_19,1766119500.0,short,30.75,61.5,65,325,131,-113.5
2025_12_19,1766151480.0,short,26.75,53.5,10,50,25,13.5
2025_12_19,1766152864.0,long,11.0,22.0,9,45,13,9.5
2026_01_02,1767321900.0,long,2.25,4.5,14,70,25,4.0
2026_01_02,1767342600.0,long,10.25,20.5,51,255,56,12.5
2026_01_02,1767359640.0,short,4.5,9.0,28,140,89,6.5
2026_01_02,1767361621.0,short,19.75,39.5,99,495,130,8.5
2026_01_04,1767568620.0,long,3.25,6.5,14,70,22,7.0
2026_01_05,1767572701.0,short,3.25,6.5,13,65,43,-7.0
2026_01_05,1767575700.0,short,4.5,9.0,6,30,24,4.5
2026_01_05,1767575822.0,short,3.25,6.5,26,130,32,4.0
2026_01_05,1767583264.0,short,10.25,20.5,107,535,152,17.0
2026_01_05,1767584640.0,short,3.5,7.0,10,50,18,5.0
2026_01_05,1767593823.0,long,12.0,24.0,48,240,67,1.0
2026_01_05,1767614700.0,long,12.0,24.0,28,140,58,10.0
2026_01_05,1767638100.0,long,7.75,15.5,52,260,61,11.5
2026_01_05,1767638520.0,long,10.75,21.5,51,255,85,6.5
